iso_time,mono_time_s,sensor_raw_deg,sensor_filt_deg,cmd_diff_deg,enc_diff_deg
2025-11-01T20:20:04.924091,12390.903829,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:04.943944,12390.923681,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:04.963997,12390.943733,0.0,0.0,0.0,-0.08789087423972408
2025-11-01T20:20:04.983943,12390.963679,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.004048,12390.983784,0.0,0.0,0.0,-0.08789087423972408
2025-11-01T20:20:05.024000,12391.003737,0.0,0.0,0.0,-0.08789087423972408
2025-11-01T20:20:05.044003,12391.023739,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.063920,12391.043656,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.083978,12391.063714,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.104984,12391.084720,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.124151,12391.103889,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.143986,12391.123723,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.164050,12391.143787,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.183986,12391.163722,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.203988,12391.183725,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.224060,12391.203797,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.243899,12391.223635,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.263860,12391.243596,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.283997,12391.263733,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.305092,12391.284829,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.324163,12391.303901,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.344073,12391.323810,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.363993,12391.343730,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.384007,12391.363743,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.404005,12391.383741,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.424094,12391.403830,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.443924,12391.423660,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.464103,12391.443840,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.484060,12391.463796,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.505012,12391.484750,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.524054,12391.503793,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.544671,12391.524409,0.0,0.0,0.0,-0.08789087423972408
2025-11-01T20:20:05.564029,12391.543768,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.583966,12391.563702,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.604002,12391.583739,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.624072,12391.603809,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.644080,12391.623817,0.0,0.0,0.0,-0.26367262271917224
2025-11-01T20:20:05.663633,12391.643369,0.0,0.0,0.0,-0.26367262271917224
2025-11-01T20:20:05.684111,12391.663848,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.704599,12391.684336,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.724163,12391.703899,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.744081,12391.723819,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.764125,12391.743861,0.0,0.0,0.0,-0.17578174847944816
2025-11-01T20:20:05.783865,12391.763601,0.0,0.006201934182185474,0.0,-0.17578174847944816
2025-11-01T20:20:05.804131,12391.783867,0.074,0.018708188396126056,0.0,-0.17578174847944816
2025-11-01T20:20:05.824134,12391.803871,0.074,0.03693820340676799,0.0,-0.17578174847944816
2025-11-01T20:20:05.843929,12391.823665,0.074,0.05008262187849732,0.0,-0.17578174847944816
2025-11-01T20:20:05.864039,12391.843774,1.26,0.11654089644998197,0.0,-0.17578174847944816
2025-11-01T20:20:05.884077,12391.863813,0.074,0.24414860150309028,0.0,-0.17578174847944816
2025-11-01T20:20:05.904948,12391.884684,0.074,0.7177181611205603,0.13041718147327697,-0.17578174847944816
2025-11-01T20:20:05.924100,12391.903838,1.26,1.0390843127883778,0.7177181611205803,-0.17578174847944816
2025-11-01T20:20:05.944053,12391.923790,1.26,1.1903449823156933,0.8784012369544882,-0.17578174847944816
2025-11-01T20:20:05.963949,12391.943685,1.26,1.23661182969908,1.0390843127883962,-0.17578174847944816
2025-11-01T20:20:05.984137,12391.963874,1.26,1.2513673975902933,1.1903449823157013,-0.17578174847944816
2025-11-01T20:20:06.003951,12391.983689,1.26,1.2564603428096548,1.1903449823157013,0.17578174847944816
2025-11-01T20:20:06.023968,12392.003703,1.26,1.2584335659728525,1.1903449823157013,0.5273452454383445
2025-11-01T20:20:06.044075,12392.023815,1.26,1.3457196384436523,1.1903449823157013,0.5273452454383445
2025-11-01T20:20:06.063883,12392.043619,1.26,1.3016598296637993,1.1903449823157013,0.5273452454383445
2025-11-01T20:20:06.083965,12392.063702,1.26,1.5635696313088514,1.3908616739599797,0.5273452454383445
2025-11-01T20:20:06.104792,12392.084529,0.074,1.4308386205086399,1.5635696313088534,0.5273452454383445
2025-11-01T20:20:06.124252,12392.103990,1.26,1.3552564141813135,1.5635696313088534,0.5273452454383445
2025-11-01T20:20:06.144181,12392.123918,2.446,1.4165747721387612,1.4308386205086292,0.5273452454383445
2025-11-01T20:20:06.164103,12392.143839,1.26,1.9960582282976398,1.4308386205086292,0.6152361196780686
2025-11-01T20:20:06.183970,12392.163706,1.26,2.138918230043286,1.7871364718206453,0.7031269939177927
2025-11-01T20:20:06.204191,12392.183927,3.633,2.2113989783318457,2.1434343231326616,0.7031269939177927
2025-11-01T20:20:06.224080,12392.203816,2.446,2.360652081381702,2.2667613364161263,0.7031269939177927
2025-11-01T20:20:06.243969,12392.223705,2.446,2.4140128978067628,2.2667613364161263,0.7910178681575167
2025-11-01T20:20:06.264021,12392.243757,1.26,2.647684456078819,2.3938558209356207,1.4941448620753093
2025-11-01T20:20:06.284122,12392.263858,3.633,2.923938088696081,2.6476844560788093,1.6699266105547574
2025-11-01T20:20:06.305950,12392.285687,3.633,3.250608146231422,2.7995950572065054,1.6699266105547574
2025-11-01T20:20:06.324135,12392.303873,2.446,3.5075319872943758,2.951505658334201,1.6699266105547574
2025-11-01T20:20:06.344137,12392.323876,4.819,3.577795413162228,3.5075319872943687,1.7578174847944816
2025-11-01T20:20:06.363944,12392.343681,3.633,3.636164837793335,3.5075319872943687,1.8457083590342056
2025-11-01T20:20:06.384088,12392.363824,4.819,3.7548019927112475,3.6384862730433887,1.8457083590342056
2025-11-01T20:20:06.404020,12392.383757,3.633,3.794897867255883,3.754801992711264,2.021490107513654
2025-11-01T20:20:06.423911,12392.403648,3.633,4.016779613098033,3.754801992711264,2.9882897241506186
2025-11-01T20:20:06.444253,12392.423990,4.819,4.055749526031214,3.754801992711264,2.9882897241506186
2025-11-01T20:20:06.463983,12392.443719,3.633,4.460108810808561,4.016779613098036,2.9882897241506186
2025-11-01T20:20:06.484047,12392.463783,4.819,4.523782532049423,4.316788614646017,2.9882897241506186
2025-11-01T20:20:06.504711,12392.484448,4.819,4.716859547855302,4.616797616193996,2.9882897241506186
2025-11-01T20:20:06.524209,12392.503948,4.819,4.814559911161845,4.616797616193996,3.164071472630067
2025-11-01T20:20:06.544103,12392.523841,6.006,5.206884188852886,4.857124949265175,3.164071472630067
2025-11-01T20:20:06.564318,12392.544055,6.006,5.554405437034584,5.097452282336404,3.4277304349708992
2025-11-01T20:20:06.583933,12392.563669,6.006,5.883528843902931,5.592590686941208,4.0429665546489675
2025-11-01T20:20:06.603939,12392.583676,6.006,6.167607691967321,5.738059765422095,4.0429665546489675
2025-11-01T20:20:06.624132,12392.603869,7.192,6.867413836049336,5.883528843902932,4.0429665546489675
2025-11-01T20:20:06.644029,12392.623766,6.006,6.988995858712201,6.867413836049361,4.658202674327036
2025-11-01T20:20:06.663946,12392.643683,8.379,7.197098839754485,6.867413836049361,5.097657045525657
2025-11-01T20:20:06.684099,12392.663835,7.192,7.673628358845721,7.092253476106283,5.097657045525657
2025-11-01T20:20:06.704955,12392.684693,8.379,8.111896847945895,7.673628358845726,5.097657045525657
2025-11-01T20:20:06.724062,12392.703800,7.192,8.320708539569434,7.964042749437322,5.8886749136831735
2025-11-01T20:20:06.744099,12392.723837,9.565,8.528534411047977,8.254457140028919,6.8554608699417985
2025-11-01T20:20:06.763921,12392.743658,9.565,9.144128750811486,8.583369861236488,6.8554608699417985
2025-11-01T20:20:06.783930,12392.763666,9.565,9.335596590780138,8.978260652864563,6.8554608699417985
2025-11-01T20:20:06.804092,12392.783828,9.565,9.50953600455501,9.373151444492636,7.382806115380142
2025-11-01T20:20:06.823989,12392.803726,10.751,9.729554424165185,9.509536004555029,7.998042235058211
2025-11-01T20:20:06.843999,12392.823736,10.751,10.272460722331028,9.717764295253964,7.998042235058211
2025-11-01T20:20:06.864035,12392.843771,10.751,10.834489712229448,9.9259925859529,8.173823983537659
2025-11-01T20:20:06.883617,12392.863355,11.938,11.640991798721082,10.83448971222945,8.876950977455452
2025-11-01T20:20:06.905026,12392.884763,13.124,12.189927078958348,11.323228500756706,9.228514474414348
2025-11-01T20:20:06.924224,12392.903961,13.124,12.982155816139219,11.811967289283961,9.228514474414348
2025-11-01T20:20:06.944116,12392.923853,15.497,14.002209022199843,12.98215581613924,9.316405348654072
2025-11-01T20:20:06.963908,12392.943645,15.497,15.203519428563235,13.796085918563705,10.10742321681159
2025-11-01T20:20:06.983955,12392.963691,16.684,15.46203593332453,14.61001602098822,11.865240701606071
2025-11-01T20:20:07.004059,12392.983795,16.684,16.59863047089367,15.398148981777856,11.953131575845795
2025-11-01T20:20:07.024195,12393.003932,16.684,17.647686366225713,16.28620707255267,11.953131575845795
2025-11-01T20:20:07.044118,12393.023854,19.057,17.92507890933302,17.174265163327433,12.656258569763587
2025-11-01T20:20:07.063933,12393.043669,20.243,18.926842020295364,17.925078909333035,15.820316382015314
2025-11-01T20:20:07.083961,12393.063698,20.243,19.977551340707045,18.825368672981202,15.820302721636974
2025-11-01T20:20:07.104977,12393.084714,20.243,20.517194619611693,19.725658436629423,15.820302721636974
2025-11-01T20:20:07.124224,12393.103962,21.429,20.57839462900531,20.51719461961169,17.05077496099311
2025-11-01T20:20:07.143744,12393.123482,21.429,21.306048984810882,20.809946307697004,19.423828565465662
2025-11-01T20:20:07.163735,12393.143471,21.429,21.408954122390497,21.10269799578237,19.687501188184832
2025-11-01T20:20:07.184036,12393.163772,22.616,22.19317312962166,21.408954122390522,19.687501188184832
2025-11-01T20:20:07.204046,12393.183784,22.616,22.54862585406511,21.92953031923343,20.302737307862902
2025-11-01T20:20:07.223987,12393.203723,21.429,22.638276284051816,22.450106516076335,21.269536924499867
2025-11-01T20:20:07.243964,12393.223700,23.802,23.476674985564948,22.58750478383648,21.269536924499867
2025-11-01T20:20:07.263923,12393.243660,23.802,23.745911956892233,23.128065879827677,21.269536924499867
2025-11-01T20:20:07.283986,12393.263722,24.989,24.72770049731436,23.668626975818924,21.269536924499867
2025-11-01T20:20:07.305932,12393.285685,24.989,24.95443225464659,24.727700497314384,22.148445666897107
2025-11-01T20:20:07.324309,12393.304047,24.989,24.981065936891312,24.727700497314384,22.148445666897107
2025-11-01T20:20:07.344046,12393.323782,26.175,25.627506399737676,24.888452555011337,22.499995503477663
2025-11-01T20:20:07.364081,12393.343818,27.362,26.074301711037904,25.627506399737655,22.499995503477663
2025-11-01T20:20:07.383976,12393.363712,26.175,26.153908956510943,25.85090405538779,22.499995503477663
2025-11-01T20:20:07.404192,12393.383928,27.362,26.211638379017575,26.074301711037926,22.58788637771739
2025-11-01T20:20:07.423535,12393.403271,26.175,26.763035918943093,26.211638379017554,22.67577725195711
2025-11-01T20:20:07.444076,12393.423812,27.362,26.34285097640616,26.342235348902726,23.29101337163518
2025-11-01T20:20:07.464096,12393.443833,27.362,26.240099487276055,26.472832318787844,25.048830856429664
2025-11-01T20:20:07.484069,12393.463805,26.175,26.020194068888213,26.240099487276048,24.960939982189938
2025-11-01T20:20:07.505106,12393.484848,23.802,25.354347593409468,26.062085345602565,24.960939982189938
2025-11-01T20:20:07.524339,12393.504076,23.802,24.410382967336243,25.884071203929086,25.312503479148834
2025-11-01T20:20:07.544165,12393.523902,22.616,23.303179199563676,24.410382967336233,25.927725938448564
2025-11-01T20:20:07.563986,12393.543722,22.616,21.98625915343938,23.64606082675272,26.015616812688286
2025-11-01T20:20:07.583985,12393.563721,20.243,21.413399350281182,22.881738686169257,25.927725938448564
2025-11-01T20:20:07.603588,12393.583324,20.243,20.37458792605351,21.413399350281175,26.103507686928012
2025-11-01T20:20:07.623904,12393.603640,19.057,19.245275332855925,20.533198906994524,26.103507686928012
2025-11-01T20:20:07.644151,12393.623888,17.87,18.373691695817723,19.65299846370787,26.103507686928012
2025-11-01T20:20:07.663994,12393.643730,16.684,17.92411985888322,18.373691695817726,26.103507686928012
2025-11-01T20:20:07.684062,12393.663798,16.684,16.872705690537693,17.81992974841109,25.927725938448564
2025-11-01T20:20:07.704797,12393.684533,15.497,15.731895076410723,17.266167801004457,24.257812988272146
2025-11-01T20:20:07.724033,12393.703771,15.497,15.523165766736337,15.73189507641074,23.378904245874907
2025-11-01T20:20:07.743631,12393.723368,14.311,14.274257202643783,15.31531607375759,22.763668126196837
2025-11-01T20:20:07.764210,12393.743946,11.938,13.47848038537474,14.898737071104437,21.884773044177937
2025-11-01T20:20:07.783874,12393.763611,13.124,12.262860039332683,13.478480385374754,20.654300804821798
2025-11-01T20:20:07.803895,12393.783631,11.938,11.820167587586887,12.758969463268134,20.654300804821798
2025-11-01T20:20:07.824154,12393.803891,10.751,10.527731083982564,12.039458541161567,18.72070157154787
2025-11-01T20:20:07.844008,12393.823744,9.565,10.111010697435091,10.527731083982589,18.72070157154787
2025-11-01T20:20:07.863532,12393.843267,8.379,9.046541130387986,10.13805702663906,17.66601108067118
2025-11-01T20:20:07.883974,12393.863710,7.192,8.513114835563494,9.748382969295482,16.259757092835596
2025-11-01T20:20:07.904876,12393.884612,6.006,7.399129347681236,8.513114835563497,15.205080262337246
2025-11-01T20:20:07.924197,12393.903934,6.006,6.777679274059176,7.690088656828125,14.85351676537835
2025-11-01T20:20:07.943624,12393.923361,6.006,6.09476471015988,6.867062478092752,13.183590154823591
2025-11-01T20:20:07.963857,12393.943593,4.819,5.419513406001408,6.094764710159883,13.183590154823591
2025-11-01T20:20:07.984025,12393.963762,4.819,4.892190935435603,5.561079439725299,12.041022450085519
2025-11-01T20:20:08.004031,12393.983768,3.633,4.292348410279308,5.027394169290716,10.019532342571866
2025-11-01T20:20:08.023834,12394.003570,3.633,3.832553851607523,4.2923484102793,9.140623600174624
2025-11-01T20:20:08.043905,12394.023641,3.633,3.6212919080009445,4.001429632316389,9.140623600174624
2025-11-01T20:20:08.063999,12394.043735,2.446,3.0730062791688346,3.7105108543535295,8.61327835473628
2025-11-01T20:20:08.083542,12394.063278,2.446,2.608372007379866,3.0730062791688266,6.767569995702074
2025-11-01T20:20:08.105091,12394.084828,1.26,2.4755337525935084,2.840689143274348,5.449220542484553
2025-11-01T20:20:08.123809,12394.103546,1.26,1.7044187939481914,2.6083720073798697,5.449220542484553
2025-11-01T20:20:08.144106,12394.123844,0.074,1.3368357728276017,1.704418793948186,5.361329668244829
2025-11-01T20:20:08.163945,12394.143682,1.26,0.7578953501628157,1.4545504829251819,4.833984422806484
2025-11-01T20:20:08.183868,12394.163605,0.074,0.31701454545982183,1.2046821719021268,4.0429665546489675
2025-11-01T20:20:08.203965,12394.183701,0.074,0.11931492430016934,0.3170145454598151,4.0429665546489675
2025-11-01T20:20:08.224223,12394.203961,0.0,0.05053866645725184,0.1913756944455204,3.9550756804092435
2025-11-01T20:20:08.243981,12394.223717,0.0,0.013130269404311777,0.06573684343117486,2.8125079756711706
2025-11-01T20:20:08.264008,12394.243744,0.0,0.00393880025203842,0.06573684343117486,1.5820357363150335
2025-11-01T20:20:08.283955,12394.263691,0.0,0.001355235635249063,0.06573684343117486,1.5820357363150335
2025-11-01T20:20:08.304842,12394.284578,0.0,0.0005236780067081858,0.06573684343117486,1.6699266105547574
2025-11-01T20:20:08.324193,12394.303930,0.0,0.0002221779119798706,0.06573684343117486,0.8789087423972408
2025-11-01T20:20:08.343604,12394.323342,0.0,0.00010289314203074129,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.364115,12394.343851,0.0,5.027804704518294e-05,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.383975,12394.363711,0.0,2.6338077687299794e-05,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.404080,12394.383816,0.0,1.4354815746198448e-05,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.423988,12394.403724,0.0,8.213581789296805e-06,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.443933,12394.423669,0.0,4.838312197223983e-06,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.464017,12394.443753,0.0,2.92085292119998e-06,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.484084,12394.463820,0.0,1.804349089150542e-06,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.504707,12394.484443,0.0,1.1416941641794442e-06,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.524152,12394.503890,0.0,7.311579453098148e-07,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.544092,12394.523829,0.0,4.747915184474845e-07,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.564053,12394.543790,0.0,3.115756139828511e-07,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.584057,12394.563795,0.0,2.066452116727203e-07,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.604020,12394.583756,0.0,1.3798039783476474e-07,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.623992,12394.603729,0.0,9.286636049745111e-08,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.643871,12394.623607,0.0,6.280857007424138e-08,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.664054,12394.643790,0.0,4.255729422814736e-08,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.684020,12394.663756,0.0,2.9006271243957584e-08,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.704938,12394.684674,0.0,1.9824049374684768e-08,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.724223,12394.703963,0.0,1.359428652506078e-08,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.744157,12394.723894,0.0,9.312771726651804e-09,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.763936,12394.743673,0.0,6.424381057462357e-09,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.783627,12394.763363,0.0,4.438800372188862e-09,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.804076,12394.783812,0.0,3.0580366555062077e-09,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.824145,12394.803883,0.0,2.115077834186961e-09,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.844261,12394.823998,0.0,1.4590386797906748e-09,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.863970,12394.843706,0.0,1.0112164542849013e-09,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.883973,12394.863709,0.0,6.986784240711099e-10,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.904686,12394.884426,0.0,4.844147527393134e-10,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.924150,12394.903887,0.0,3.3545057249989457e-10,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.944112,12394.923849,0.0,2.3293872188757483e-10,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.964086,12394.943823,0.0,1.6197427606466435e-10,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:08.984047,12394.963783,0.0,1.123119912518361e-10,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.004057,12394.983795,0.0,7.78734244276388e-11,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.024016,12395.003752,0.0,5.410731333243892e-11,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.043710,12395.023446,0.0,3.7509598415855194e-11,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.063896,12395.043632,0.0,2.6026968757732154e-11,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.083894,12395.063630,0.0,1.8041851053047114e-11,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.105839,12395.085575,0.0,1.2049527584949253e-11,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.124251,12395.103987,0.0,8.563385436302041e-12,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.143999,12395.123736,0.0,6.031789002505712e-12,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.164110,12395.143847,0.0,4.18697381398769e-12,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.183975,12395.163711,0.0,2.908108971811199e-12,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.203960,12395.183696,0.0,2.0258938693380793e-12,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.223874,12395.203610,0.0,1.406142061818632e-12,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.243715,12395.223451,0.0,9.754717542301615e-13,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.264230,12395.243967,0.0,6.751556839828577e-13,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.283630,12395.263367,0.0,4.699068889729217e-13,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.304935,12395.284671,0.0,3.2517410691087375e-13,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.324296,12395.304034,0.0,2.254056611515655e-13,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.343983,12395.323719,0.0,1.56740393470128e-13,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.364240,12395.343978,0.0,1.085083698135799e-13,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.384005,12395.363741,0.0,7.545786024564251e-14,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.403909,12395.383647,0.0,5.24920171704837e-14,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.423931,12395.403668,0.0,3.648497457199478e-14,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.443971,12395.423707,0.0,2.5308715543226368e-14,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.463927,12395.443663,0.0,1.7559565260068488e-14,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.484171,12395.463909,0.0,1.2152556793331973e-14,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.505095,12395.484832,0.0,8.43384744122945e-15,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.523949,12395.503685,0.0,5.8742313528684345e-15,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.544086,12395.523823,0.0,4.079632699373354e-15,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.564187,12395.543924,0.0,2.8328230758983856e-15,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.583968,12395.563705,0.0,1.9657245787499196e-15,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.603559,12395.583296,0.0,1.3665375930452683e-15,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.623924,12395.603660,0.0,9.4676188778866e-16,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.643960,12395.623698,0.0,6.576489434670622e-16,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.664564,12395.644303,0.0,4.499102831511373e-16,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.684198,12395.663935,0.0,3.164293247595907e-16,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.704783,12395.684520,0.0,2.1986802452829409e-16,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.724252,12395.703990,0.0,1.523144222210124e-16,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.744196,12395.723934,0.0,1.0571892049620859e-16,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.764054,12395.743793,0.0,7.345060339827543e-17,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.783882,12395.763619,0.0,5.0992298538318405e-17,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.803889,12395.783625,0.0,3.53469911963518e-17,0.06573684343117486,0.4394543711986204
2025-11-01T20:20:09.823963,12395.803700,0.0,2.4535932580501492e-17,0.06573684343117486,0.4394543711986204
