timestamp,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,cmd_j6,cmd_j7,cmd_j8,cmd_j9,cmd_j10,cmd_j11,cmd_j12,cmd_j13,cmd_j14,cmd_j15,act_j0,act_j1,act_j2,act_j3,act_j4,act_j5,act_j6,act_j7,act_j8,act_j9,act_j10,act_j11,act_j12,act_j13,act_j14,act_j15,err_j0,err_j1,err_j2,err_j3,err_j4,err_j5,err_j6,err_j7,err_j8,err_j9,err_j10,err_j11,err_j12,err_j13,err_j14,err_j15,arduino_angle_deg,cmd_diff_AB_deg,act_diff_AB_deg
2025-08-16T16:19:44.980544,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,3.2581751346588135,3.1385247707366943,3.133922815322876,1.495631217956543,3.106311082839966,3.130854845046997,3.130854845046997,3.1385247707366943,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.213845252990723,5.080544471740723,3.1354568004608154,3.133922815322876,-0.4211934191995188,0.0014752292633057884,0.006077184677124148,0.004368782043457031,0.4167072017007398,0.009145154953003054,0.009145154953003054,0.0030652292633055467,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,-0.0038452529907226918,2.668455528259277,0.006133199539184453,0.007667184677123906,39.307,39.306999999999995,-8.701169228976005
2025-08-16T16:19:45.180005,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.8393983840942383,3.1415927410125732,3.1323888301849365,1.495631217956543,3.525087833404541,3.127786874771118,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.2199811935424805,5.908894062042236,3.1431267261505127,3.1415927410125732,-0.0024166686349436084,-0.0015927410125731178,0.007611169815063601,0.004368782043457031,-0.0020695488638353687,0.01221312522888196,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,-0.009981193542480504,1.8401059379577633,-0.0015367261505128127,-2.741012573359569e-06,39.306999999999995,39.306999999999995,39.287111502129946
2025-08-16T16:19:45.379987,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.224583148956299,6.7357096672058105,3.1323888301849365,3.136990785598755,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,-0.014583148956298864,1.0132903327941891,0.00920116981506336,0.004599214401245,39.307,39.306999999999995,39.287111502129946
2025-08-16T16:19:45.580000,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.210777282714844,7.63155460357666,3.1415927410125732,3.1354568004608154,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,-0.0007772827148437855,0.11744539642333951,-2.741012573359569e-06,0.006133199539184453,39.307,39.306999999999995,39.287111502129946
2025-08-16T16:19:45.780100,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.209243297576904,7.732797145843506,3.140058755874634,3.1354568004608154,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,0.0007567024230956676,0.016202854156493807,0.0015312441253660936,0.006133199539184453,39.307,39.306999999999995,39.287111502129946
2025-08-16T16:19:45.979911,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.209243297576904,7.732797145843506,3.1385247707366943,3.1354568004608154,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,0.0007567024230956676,0.016202854156493807,0.0030652292633055467,0.006133199539184453,39.306999999999995,39.306999999999995,39.287111502129946
2025-08-16T16:19:46.179957,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.209243297576904,7.732797145843506,3.1385247707366943,3.1354568004608154,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,0.0007567024230956676,0.016202854156493807,0.0030652292633055467,0.006133199539184453,39.30700000000001,39.306999999999995,39.287111502129946
2025-08-16T16:19:46.379974,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.209243297576904,7.732797145843506,3.1385247707366943,3.1354568004608154,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,0.0007567024230956676,0.016202854156493807,0.0030652292633055467,0.006133199539184453,39.307,39.306999999999995,39.287111502129946
2025-08-16T16:19:46.580070,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.140058755874634,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.209243297576904,7.732797145843506,3.1385247707366943,3.1354568004608154,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0015312441253660936,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,0.0007567024230956676,0.016202854156493807,0.0030652292633055467,0.006133199539184453,39.307,39.306999999999995,39.287111502129946
2025-08-16T16:19:46.780188,2.8369817154592947,3.14,3.14,1.5,3.5230182845407056,3.14,3.14,3.14159,3.14,3.7,3.14,3.14159,4.21,7.749,3.14159,3.14159,2.837864398956299,3.144660711288452,3.1323888301849365,1.495631217956543,3.5235538482666016,3.1293208599090576,3.130854845046997,3.1385247707366943,3.1385247707366943,3.7076315879821777,3.144660711288452,3.1431267261505127,4.210777282714844,7.732797145843506,3.140058755874634,3.1354568004608154,-0.0008826834970041553,-0.004660711288452024,0.007611169815063601,0.004368782043457031,-0.0005355637258959156,0.010679140090942507,0.009145154953003054,0.0030652292633055467,0.0014752292633057884,-0.007631587982177557,-0.004660711288452024,-0.0015367261505128127,-0.0007772827148437855,0.016202854156493807,0.0015312441253660936,0.006133199539184453,39.307,39.306999999999995,39.287111502129946
